Datum,Dag,Plaats,Container,Klantnaam,Aantal Containers
2024-09-27,Friday,Wageningen,3m3,Bedrijf_1,1
2024-09-27,Friday,Langlaar,6m3,Bedrijf_1,1
2024-09-27,Friday,Renkum,3m3,Bedrijf_1,1
2024-09-27,Friday,Velswijk,10m3,webshop,1
2024-09-27,Friday,Renkum,10m3,Bedrijf_1,1
2024-09-27,Friday,Ede,3m3,Bedrijf_2,1
2024-09-27,Friday,Hedel,6m3,Bedrijf_1,1
2024-09-27,Friday,Stad van Gerwen,10m3,Bedrijf_1,1
2024-09-27,Friday,Engbergen,10m3,webshop,1
2024-09-27,Friday,Ede,10m3,Bedrijf_1,1
2024-09-27,Friday,Ede,10m3,Bedrijf_2,1
2024-09-27,Friday,Veenendaal,6m3,Bedrijf_2,1
2024-09-27,Friday,Opperburen,10m3,Bedrijf_1,1
2024-09-27,Friday,Veenendaal,6m3,Bedrijf_2,1
2024-09-27,Friday,Oud-Wulven,10m3,webshop,1
2024-09-27,Friday,Oosterhesselen,10m3,Bedrijf_1,1
2024-09-27,Friday,Ede,6m3,Bedrijf_1,1
2024-09-27,Friday,Utrecht,6m3,webshop,1
2024-09-27,Friday,Nieuwe-Wetering,3m3,Bedrijf_1,1
2024-09-27,Friday,Renkum,3m3,Bedrijf_2,1
2024-09-27,Friday,Utrecht,6m3,Bedrijf_2,1
2024-09-27,Friday,Utrecht,3m3,webshop,1
2024-09-27,Friday,Veenendaal,10m3,Bedrijf_1,1
2024-09-27,Friday,Est,6m3,Bedrijf_2,1
2024-09-28,Saturday,Ede,6m3,Bedrijf_1,1
2024-09-28,Saturday,IJsselstein,3m3,Bedrijf_2,1
2024-09-28,Saturday,Warder,3m3,webshop,1
2024-09-28,Saturday,Eefsele,10m3,Bedrijf_1,1
2024-09-28,Saturday,Veenendaal,6m3,Bedrijf_1,1
2024-09-28,Saturday,Toldijk,6m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,6m3,Bedrijf_1,1
2024-09-28,Saturday,Utrecht,6m3,Bedrijf_1,1
2024-09-28,Saturday,Ede,6m3,Bedrijf_2,1
2024-09-28,Saturday,Arensgenhout,3m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,10m3,webshop,1
2024-09-28,Saturday,Utrecht,3m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,3m3,Bedrijf_1,1
2024-09-28,Saturday,Veenendaal,6m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,10m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,10m3,Bedrijf_1,1
2024-09-28,Saturday,Veenendaal,6m3,webshop,1
2024-09-28,Saturday,Woerd,6m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,6m3,webshop,1
2024-09-28,Saturday,Ede,10m3,Bedrijf_1,1
2024-09-28,Saturday,Veenendaal,3m3,Bedrijf_2,1
2024-09-28,Saturday,Heino,6m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,10m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,3m3,Bedrijf_1,1
2024-09-28,Saturday,Utrecht,10m3,Bedrijf_2,1
2024-09-28,Saturday,Utrecht,3m3,Bedrijf_2,1
2024-09-28,Saturday,Willeskop,10m3,Bedrijf_1,1
2024-09-28,Saturday,Haalderen,3m3,Bedrijf_2,1
2024-09-28,Saturday,Renkum,6m3,Bedrijf_2,1
2024-09-28,Saturday,Utrecht,6m3,Bedrijf_1,1
2024-09-28,Saturday,Alphen,10m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,3m3,Bedrijf_1,1
2024-09-28,Saturday,Utrecht,10m3,webshop,1
2024-09-28,Saturday,Renkum,3m3,webshop,1
2024-09-28,Saturday,Utrecht,6m3,Bedrijf_1,1
2024-09-28,Saturday,Westzaan,6m3,Bedrijf_2,1
2024-09-28,Saturday,Warm,10m3,Bedrijf_2,1
2024-09-28,Saturday,Renkum,6m3,Bedrijf_2,1
2024-09-28,Saturday,Eibergen,10m3,Bedrijf_2,1
2024-09-28,Saturday,Jaarsveld,3m3,Bedrijf_2,1
2024-09-28,Saturday,Appel,10m3,Bedrijf_2,1
2024-09-28,Saturday,Utrecht,6m3,Bedrijf_2,1
2024-09-28,Saturday,Drempt,3m3,Bedrijf_1,1
2024-09-28,Saturday,Vogelfort,6m3,webshop,1
2024-09-28,Saturday,De Birkt,6m3,Bedrijf_1,1
2024-09-28,Saturday,Utrecht,6m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,10m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,10m3,Bedrijf_1,1
2024-09-28,Saturday,Koehool / Koehoal,10m3,Bedrijf_2,1
2024-09-28,Saturday,Zoelen,3m3,webshop,1
2024-09-28,Saturday,Ede,6m3,Bedrijf_2,1
2024-09-28,Saturday,Rozendaal,3m3,Bedrijf_2,1
2024-09-28,Saturday,Aalst,10m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,6m3,Bedrijf_1,1
2024-09-28,Saturday,Beinum,6m3,Bedrijf_1,1
2024-09-28,Saturday,Jelsum,6m3,Bedrijf_2,1
2024-09-28,Saturday,Itteren,10m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,3m3,webshop,1
2024-09-28,Saturday,Westeneng,3m3,Bedrijf_2,1
2024-09-28,Saturday,Emminkhuizen,10m3,Bedrijf_2,1
2024-09-28,Saturday,Wijthmen,3m3,Bedrijf_2,1
2024-09-28,Saturday,Renkum,3m3,Bedrijf_2,1
2024-09-28,Saturday,Broek,10m3,Bedrijf_1,1
2024-09-28,Saturday,Gellicum,6m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,10m3,Bedrijf_1,1
2024-09-28,Saturday,Putbroek,10m3,Bedrijf_2,1
2024-09-28,Saturday,Wijk en Aalburg,10m3,webshop,1
2024-09-28,Saturday,Brummen,10m3,Bedrijf_1,1
2024-09-28,Saturday,Veenendaal,3m3,Bedrijf_2,1
2024-09-28,Saturday,Hoog-Keppel,6m3,Bedrijf_2,1
2024-09-28,Saturday,Wamel,10m3,Bedrijf_2,1
2024-09-28,Saturday,Harskamp,10m3,Bedrijf_2,1
2024-09-28,Saturday,Veenendaal,10m3,Bedrijf_1,1
2024-09-28,Saturday,Bavel,10m3,Bedrijf_2,1
2024-09-28,Saturday,De Hoef,10m3,Bedrijf_1,1
2024-09-28,Saturday,Renkum,10m3,Bedrijf_1,1
2024-09-28,Saturday,Ede,10m3,Bedrijf_2,1
2024-09-28,Saturday,Spankeren,6m3,Bedrijf_1,1
2024-09-28,Saturday,Zevenhuizen ?,10m3,Bedrijf_1,1
2024-09-28,Saturday,Ede,3m3,webshop,1
2024-09-28,Saturday,Indoornik,3m3,webshop,1
2024-09-28,Saturday,Dalem,10m3,Bedrijf_2,1
2024-09-28,Saturday,Renkum,3m3,Bedrijf_1,1
2024-09-28,Saturday,Swier,6m3,webshop,1
2024-09-28,Saturday,Beemte,6m3,Bedrijf_2,1
2024-09-28,Saturday,Blokland,10m3,Bedrijf_1,1
2024-09-30,Monday,Utrecht,3m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,10m3,Bedrijf_2,1
2024-09-30,Monday,Veenendaal,10m3,Bedrijf_2,1
2024-09-30,Monday,Harmelen,6m3,Bedrijf_1,1
2024-09-30,Monday,Nijkerk,10m3,webshop,1
2024-09-30,Monday,Montsamabuorren,3m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,3m3,webshop,1
2024-09-30,Monday,Renkum,6m3,Bedrijf_2,1
2024-09-30,Monday,Ham,10m3,webshop,1
2024-09-30,Monday,Overbiel,3m3,Bedrijf_2,1
2024-09-30,Monday,Nieuw Wehl,10m3,Bedrijf_1,1
2024-09-30,Monday,Veenendaal,3m3,webshop,1
2024-09-30,Monday,Veenendaal,10m3,Bedrijf_2,1
2024-09-30,Monday,Ganzert,10m3,Bedrijf_1,1
2024-09-30,Monday,Ede,10m3,Bedrijf_2,1
2024-09-30,Monday,De Looi,10m3,Bedrijf_2,1
2024-09-30,Monday,Aerdt,10m3,Bedrijf_2,1
2024-09-30,Monday,Hellevoetsluis,6m3,Bedrijf_1,1
2024-09-30,Monday,Ede,10m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,6m3,Bedrijf_1,1
2024-09-30,Monday,Ede,3m3,Bedrijf_1,1
2024-09-30,Monday,Utrecht,3m3,Bedrijf_2,1
2024-09-30,Monday,Kruishaar,3m3,webshop,1
2024-09-30,Monday,Utrecht,6m3,Bedrijf_2,1
2024-09-30,Monday,Lopik,10m3,Bedrijf_1,1
2024-09-30,Monday,Ede,6m3,Bedrijf_2,1
2024-09-30,Monday,Gerverscop,6m3,webshop,1
2024-09-30,Monday,Veenendaal,10m3,Bedrijf_2,1
2024-09-30,Monday,Holkerveen,6m3,webshop,1
2024-09-30,Monday,Oene,6m3,Bedrijf_2,1
2024-09-30,Monday,Utrecht,3m3,Bedrijf_1,1
2024-09-30,Monday,Veenendaal,10m3,webshop,1
2024-09-30,Monday,Vierakker,10m3,Bedrijf_2,1
2024-09-30,Monday,Waardenburg,6m3,Bedrijf_1,1
2024-09-30,Monday,Deil,6m3,Bedrijf_1,1
2024-09-30,Monday,Veenendaal,3m3,Bedrijf_2,1
2024-09-30,Monday,Velddijk,6m3,webshop,1
2024-09-30,Monday,Roekel,10m3,Bedrijf_1,1
2024-09-30,Monday,Ede,10m3,webshop,1
2024-09-30,Monday,Ewijk,3m3,webshop,1
2024-09-30,Monday,Terhagen,10m3,Bedrijf_1,1
2024-09-30,Monday,Renkum,3m3,webshop,1
2024-09-30,Monday,Utrecht,10m3,Bedrijf_2,1
2024-09-30,Monday,Utrecht,10m3,Bedrijf_1,1
2024-09-30,Monday,Utrecht,10m3,Bedrijf_1,1
2024-09-30,Monday,Ede,10m3,webshop,1
2024-09-30,Monday,Renkum,3m3,Bedrijf_1,1
2024-09-30,Monday,Ede,3m3,Bedrijf_1,1
2024-09-30,Monday,Appeltern,10m3,webshop,1
2024-09-30,Monday,Veenendaal,6m3,Bedrijf_1,1
2024-09-30,Monday,Utrecht,3m3,Bedrijf_2,1
2024-09-30,Monday,Eck en Wiel,10m3,webshop,1
2024-09-30,Monday,Renkum,6m3,Bedrijf_1,1
2024-09-30,Monday,Ede,3m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,6m3,Bedrijf_2,1
2024-09-30,Monday,Den Burg,6m3,Bedrijf_1,1
2024-09-30,Monday,Ede,3m3,webshop,1
2024-09-30,Monday,Veenendaal,10m3,webshop,1
2024-09-30,Monday,Geldermalsen,3m3,webshop,1
2024-09-30,Monday,Renkum,10m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,10m3,Bedrijf_2,1
2024-09-30,Monday,Weurt,10m3,Bedrijf_2,1
2024-09-30,Monday,Renkum,3m3,Bedrijf_2,1
2024-09-30,Monday,Veenendaal,10m3,webshop,1
2024-09-30,Monday,Linde,10m3,Bedrijf_2,1
2024-09-30,Monday,Willige Langerak,3m3,Bedrijf_2,1
2024-09-30,Monday,Kleine Sluis,3m3,Bedrijf_2,1
2024-09-30,Monday,Ressen,3m3,Bedrijf_1,1
2024-09-30,Monday,Ede,10m3,webshop,1
2024-09-30,Monday,Nieuwer Ter Aa,10m3,webshop,1
2024-09-30,Monday,Trutjeshoek,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Bitgummole / Beetgumermolen,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Tjalleberd / Tsjalbert,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Veenendaal,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Beneden-Leeuwen,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Ede,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,6m3,webshop,1
2024-10-01,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Utrecht,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Ede,6m3,webshop,1
2024-10-01,Tuesday,Koudhoorn,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Ede,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Meerlo,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Bekenes,6m3,webshop,1
2024-10-01,Tuesday,Veenendaal,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,6m3,webshop,1
2024-10-01,Tuesday,Opijnen,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Ede,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,10m3,webshop,1
2024-10-01,Tuesday,Veenendaal,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Zevenbergschen Hoek,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Tonsel,10m3,webshop,1
2024-10-01,Tuesday,Maasdijk,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,6m3,Bedrijf_2,1
2024-10-01,Tuesday,Nekkeveld,10m3,webshop,1
2024-10-01,Tuesday,Ede,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Roekel,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Ede,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Ede,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Ede,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Zomerdijk,10m3,webshop,1
2024-10-01,Tuesday,Mijnden,6m3,Bedrijf_2,1
2024-10-01,Tuesday,Rozendaal,6m3,Bedrijf_2,1
2024-10-01,Tuesday,Lochuizen,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Heelweg-West,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Hoensbroek,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Oude Maasdijk,6m3,webshop,1
2024-10-01,Tuesday,Vreeland,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,3m3,Bedrijf_2,1
2024-10-01,Tuesday,t Woud,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Veenendaal,3m3,webshop,1
2024-10-01,Tuesday,(De) Wippert,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,3m3,webshop,1
2024-10-01,Tuesday,Ede,10m3,Bedrijf_1,1
2024-10-01,Tuesday,De Schatkuil,6m3,Bedrijf_2,1
2024-10-01,Tuesday,De Tuut,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Veenendaal,3m3,webshop,1
2024-10-01,Tuesday,Winterswijk Kotten,10m3,Bedrijf_2,1
2024-10-01,Tuesday,De Klomp,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Renkum,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Leuvenum,10m3,webshop,1
2024-10-01,Tuesday,Harmelerwaard,3m3,webshop,1
2024-10-01,Tuesday,Ede,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Renkum,3m3,webshop,1
2024-10-01,Tuesday,Esveld,10m3,webshop,1
2024-10-01,Tuesday,Lede en Oudewaard,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Veenendaal,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Utrecht,6m3,Bedrijf_2,1
2024-10-01,Tuesday,Osen,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Wieken,10m3,webshop,1
2024-10-01,Tuesday,Veenendaal,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Utrecht,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Neerstraat,10m3,Bedrijf_2,1
2024-10-01,Tuesday,Lichtenvoorde,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Renkum,10m3,Bedrijf_1,1
2024-10-01,Tuesday,Veenendaal,6m3,Bedrijf_2,1
2024-10-01,Tuesday,De Nachtegaal,3m3,Bedrijf_2,1
2024-10-01,Tuesday,Ede,6m3,webshop,1
2024-10-01,Tuesday,Renkum,10m3,webshop,1
2024-10-01,Tuesday,Keijenborg,3m3,Bedrijf_1,1
2024-10-01,Tuesday,Baal,6m3,Bedrijf_1,1
2024-10-01,Tuesday,Veenendaal,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,3m3,webshop,1
2024-10-02,Wednesday,Utrecht,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Hoge Enk,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Velddriel,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Babberich,6m3,webshop,1
2024-10-02,Wednesday,Utrecht,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Den Treek,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Laagnieuwkoop,6m3,webshop,1
2024-10-02,Wednesday,Ede,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Renkum,6m3,webshop,1
2024-10-02,Wednesday,Utrecht,3m3,webshop,1
2024-10-02,Wednesday,Utrecht,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Hooghalen,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Geer,10m3,Bedrijf_1,1
2024-10-02,Wednesday,De Loo,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Hulsen,3m3,webshop,1
2024-10-02,Wednesday,Breukelen,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Hengelo,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Wateren,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,10m3,Bedrijf_1,1
2024-10-02,Wednesday,De Tuut,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Veenendaal,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Veldwijk,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Cortenoever,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Wildenborch,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Groesbeek,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Apeldoorn,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,3m3,webshop,1
2024-10-02,Wednesday,Renkum,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Hegge,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,6m3,Bedrijf_1,1
2024-10-02,Wednesday,De Klomp,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,10m3,webshop,1
2024-10-02,Wednesday,Wamel,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Meije,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Cottessen,10m3,webshop,1
2024-10-02,Wednesday,Gemaal (?),3m3,Bedrijf_1,1
2024-10-02,Wednesday,Lakerveld,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Veenendaal,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Nederhemert-Noord,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Geitenwaard,6m3,webshop,1
2024-10-02,Wednesday,Veenendaal,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,10m3,webshop,1
2024-10-02,Wednesday,Renkum,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Utrecht,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Utrecht,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Drempt,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Leur,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Veldhuizen,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Veenendaal,10m3,webshop,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Kinnum / Kinum (?),10m3,Bedrijf_1,1
2024-10-02,Wednesday,Veenendaal,6m3,webshop,1
2024-10-02,Wednesday,Nieuwgraaf,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Ede,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Waverveen,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Renkum,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Wollinghuizen,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Wessinge,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Zennewijnen,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Klein-Doenrade,6m3,webshop,1
2024-10-02,Wednesday,Renkum,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_2,1
2024-10-02,Wednesday,Jousterp,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Renkum,3m3,webshop,1
2024-10-02,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-10-02,Wednesday,Vechten,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Ede,3m3,Bedrijf_1,1
2024-10-02,Wednesday,Ede,10m3,Bedrijf_1,1
2024-10-02,Wednesday,Renkum,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Utrecht,3m3,webshop,1
2024-10-02,Wednesday,Veenendaal,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Maartensdijk,6m3,Bedrijf_1,1
2024-10-02,Wednesday,Beinsdorp,10m3,Bedrijf_2,1
2024-10-02,Wednesday,Doornik,10m3,webshop,1
2024-10-02,Wednesday,Loil,10m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,3m3,Bedrijf_1,1
2024-10-03,Thursday,Ede,6m3,webshop,1
2024-10-03,Thursday,Zuideinde,6m3,Bedrijf_2,1
2024-10-03,Thursday,Almen,10m3,Bedrijf_1,1
2024-10-03,Thursday,Helwijk,6m3,webshop,1
2024-10-03,Thursday,Hantum,3m3,Bedrijf_2,1
2024-10-03,Thursday,Huinen,10m3,webshop,1
2024-10-03,Thursday,Tussenklappen,6m3,Bedrijf_1,1
2024-10-03,Thursday,Heidenhoek,6m3,Bedrijf_1,1
2024-10-03,Thursday,Sinderen,6m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,10m3,webshop,1
2024-10-03,Thursday,Renkum,3m3,Bedrijf_1,1
2024-10-03,Thursday,Ede,10m3,webshop,1
2024-10-03,Thursday,Ede,3m3,webshop,1
2024-10-03,Thursday,Heidekant,10m3,webshop,1
2024-10-03,Thursday,Laareind,3m3,Bedrijf_1,1
2024-10-03,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-10-03,Thursday,Portengense Brug,3m3,Bedrijf_1,1
2024-10-03,Thursday,Renkum,10m3,Bedrijf_1,1
2024-10-03,Thursday,Snorrenhoef,10m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,6m3,Bedrijf_2,1
2024-10-03,Thursday,Veenendaal,3m3,webshop,1
2024-10-03,Thursday,Renkum,6m3,Bedrijf_1,1
2024-10-03,Thursday,Renkum,10m3,Bedrijf_1,1
2024-10-03,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-10-03,Thursday,Zelhem,3m3,Bedrijf_1,1
2024-10-03,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-10-03,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,6m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,6m3,Bedrijf_2,1
2024-10-03,Thursday,Blankenberg,6m3,Bedrijf_2,1
2024-10-03,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-10-03,Thursday,Andel,6m3,Bedrijf_1,1
2024-10-03,Thursday,Ede,10m3,Bedrijf_1,1
2024-10-03,Thursday,Bosch en Duin,6m3,Bedrijf_2,1
2024-10-03,Thursday,Hollenberg,3m3,Bedrijf_1,1
2024-10-03,Thursday,Zwagerbosch / Sweagerbosk,3m3,Bedrijf_1,1
2024-10-03,Thursday,Termunterzijl,3m3,Bedrijf_1,1
2024-10-03,Thursday,Walsert,6m3,Bedrijf_2,1
2024-10-03,Thursday,Velddriel,6m3,webshop,1
2024-10-03,Thursday,Utrecht,3m3,Bedrijf_1,1
2024-10-03,Thursday,Ede,10m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,10m3,Bedrijf_2,1
2024-10-03,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-10-03,Thursday,Wagenberg,3m3,Bedrijf_1,1
2024-10-03,Thursday,Utrecht,3m3,Bedrijf_2,1
2024-10-03,Thursday,Kwartier,10m3,Bedrijf_2,1
2024-10-03,Thursday,Meerkerk,6m3,webshop,1
2024-10-03,Thursday,Besselaar,6m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,6m3,Bedrijf_2,1
2024-10-03,Thursday,Veenendaal,6m3,Bedrijf_1,1
2024-10-03,Thursday,Klein-Azewijn,10m3,Bedrijf_1,1
2024-10-03,Thursday,Utrecht,3m3,webshop,1
2024-10-03,Thursday,Bussloo,6m3,Bedrijf_2,1
2024-10-03,Thursday,Renkum,6m3,Bedrijf_2,1
2024-10-03,Thursday,Wieken,6m3,webshop,1
2024-10-03,Thursday,Veenendaal,3m3,Bedrijf_2,1
2024-10-03,Thursday,Nieuw Scheemda,10m3,webshop,1
2024-10-03,Thursday,Wenum,6m3,webshop,1
2024-10-03,Thursday,Utrecht,10m3,webshop,1
2024-10-03,Thursday,Ede,6m3,webshop,1
2024-10-03,Thursday,Utrecht,10m3,Bedrijf_1,1
2024-10-03,Thursday,Veenendaal,3m3,webshop,1
2024-10-03,Thursday,Renkum,10m3,Bedrijf_1,1
2024-10-03,Thursday,Ede,3m3,Bedrijf_1,1
2024-10-03,Thursday,Kekerdom,10m3,Bedrijf_2,1
2024-10-03,Thursday,Utrecht,10m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,10m3,Bedrijf_2,1
2024-10-03,Thursday,Klein Mariekerke,3m3,Bedrijf_2,1
2024-10-03,Thursday,Elahuizen / Ealahúzen,10m3,Bedrijf_2,1
2024-10-03,Thursday,Renkum,10m3,Bedrijf_1,1
2024-10-03,Thursday,Renkum,3m3,webshop,1
2024-10-03,Thursday,Varssel,10m3,Bedrijf_2,1
2024-10-03,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-10-03,Thursday,Ede,3m3,Bedrijf_1,1
2024-10-03,Thursday,Ooij,3m3,Bedrijf_2,1
2024-10-03,Thursday,Spengen,3m3,Bedrijf_1,1
2024-10-03,Thursday,Renkum,10m3,webshop,1
2024-10-03,Thursday,Spijkenisse,6m3,Bedrijf_1,1
